Time,Fitness,Age,Gen,Childs,FoodEaten,PoisonEaten,MaxVel_MaxHP,FoodAttraction,PoisonAttraction,FoodDistance,PoisonDistance,MaxSteerForce,DirAngleMult
16229,0.0,2.2859999999999996,0,0,0,3,0.17260727409546306,0.05318167675965113,0.8294067500888999,0.9511965412959712,0.5734156779073174,0.9665994604598015,0.3595431801780109
16970,1.423727502017151,3.0269999999999966,0,0,0,1,0.6323726345671505,0.3732630835289068,0.6786819149353279,0.44843907970822927,0.3317008106520446,0.9601697612445418,0.8388401574272562
18685,2.5963435828102552,4.7409999999999926,0,0,1,0,0.91681927680431,0.6126993523436485,0.40143474510019805,0.4783657515872749,0.8285564985265148,0.542270550101237,0.3508684136413771
18888,2.43823706804732,4.944999999999991,0,0,1,1,0.6913483361020045,0.762837494142807,0.4692895781651425,0.47531736123706847,0.13367657140143518,0.2841386311460462,0.36232759964967187
19291,2.312790522291198,5.348999999999991,0,0,0,0,0.7788480050446598,0.4506178320753229,0.08587816070221654,0.3439411618527136,0.12480464529687807,0.8225580387390208,0.6492591979436212
21411,1.699999999999999,2.8899999999999966,0,0,0,0,0.967740205813344,0.12442986638167242,0.4754972156743378,0.23529866493303764,0.08154420276593433,0.6120078209676223,0.20612152875261502
22050,2.847279403219853,8.107000000000003,0,0,0,0,0.5646330219992378,0.18359362330350226,0.7275461151478668,0.8175035178561555,0.034812340879888604,0.2759270040015763,0.5160408338718502
22623,2.9463536787018643,8.681000000000008,0,0,0,0,0.5212095367807771,0.42093039815512057,0.2883860947208462,0.8271444087342954,0.34971963847493426,0.7442408591199942,0.5033324928253577
24544,3.821256337907734,10.602000000000025,0,0,2,0,0.5015563089350895,0.5642611342706001,0.3588348987986314,0.07098140278201925,0.16512936759921182,0.9697105284812885,0.07874260593551963
24747,3.2869438693108264,10.804000000000027,0,0,0,0,0.3582955289330306,0.09538874744969406,0.42526048141430606,0.7717706993213103,0.2992273799697063,0.05489005545734227,0.43140413756183793
26463,3.538361202590832,12.52000000000004,0,1,0,0,0.22681065693212443,0.10429258882513404,0.4155572667016528,0.6052411374416992,0.14002839261136701,0.5162029292450825,0.2630786897581412
26696,4.3305888745065655,12.75400000000004,0,0,3,0,0.5826999901024316,0.8310258662476238,0.5705531273000165,0.6787688093548377,0.27196503169909925,0.6724434637936817,0.6678309377371904
38792,3.5352510519056515,12.498000000000015,1,1,0,0,0.22681065693212443,0.10429258882513404,0.4155572667016528,0.6052411374416992,0.14002839261136701,0.5162029292450825,0.37833691014403426
50832,3.537371905808042,12.513000000000021,2,1,0,0,0.22681065693212443,0.10429258882513404,0.4155572667016528,0.6052411374416992,0.14002839261136701,0.5162029292450825,0.37833691014403426
60722,3.537513250858579,12.514000000000031,3,0,0,0,0.22681065693212443,0.10429258882513404,0.4155572667016528,0.6052411374416992,0.14002839261136701,0.5162029292450825,0.37833691014403426
61936,0.4582575694955847,1.2100000000000006,0,0,0,1,0.8112290678176816,0.7010565407587385,0.6182945916676332,0.05460906549533562,0.5140415798087902,0.3297894328279878,0.1449548116992354
62170,0.6678323142825605,1.4460000000000006,0,0,0,1,0.9013856424095091,0.2857165322629105,0.700521553127503,0.5321016609074458,0.09003072818758684,0.15344296945864633,0.5755184574610475
62336,1.6161683080669538,1.6120000000000003,0,0,1,1,0.9782662992968897,0.5984521147366482,0.8361641950079791,0.7165432237104941,0.9105094591155268,0.7736608397791336,0.17926340306840038
62574,0.0,1.8490000000000002,0,0,0,2,0.51491062546037,0.08365254302806413,0.7496906717396269,0.03274873083754015,0.5109900593155433,0.880974239884369,0.8777618257825724
63545,1.3501851724856102,2.822999999999997,0,0,0,1,0.6475130671709997,0.1886959696267434,0.5039825843101842,0.24599893915904403,0.9362240594033129,0.9486542204845178,0.6237899158356209
63814,1.7581240001774607,3.0909999999999958,0,0,0,0,0.9505831302971139,0.570127769897868,0.04393716681363713,0.7601484470800649,0.4435275634259582,0.07724165064255195,0.30197857702621755
63985,1.1224972160321802,3.259999999999995,0,0,0,2,0.43637790840012236,0.832229498759201,0.8769235784085032,0.13063559881425657,0.880306631857618,0.31803371958723137,0.43926957942380895
64452,2.393532953606445,3.728999999999993,0,0,1,0,0.9976459315571399,0.6024679361758447,0.13329428068448979,0.2553959954870272,0.997205755393854,0.02314315696343361,0.8793646579816072
64888,2.0408331631958534,4.164999999999992,0,0,0,0,0.868375913468574,0.07506691256718445,0.38550194903273594,0.8726251551442072,0.5879718703991472,0.15769187464666934,0.6820507714494033
65393,2.161018278497429,4.669999999999992,0,0,0,0,0.8291734154505467,0.301635942430849,0.08222890160466978,0.5019773549170026,0.42797669929614435,0.13077452847051796,0.8646212238932507
65426,1.3049904214207828,4.702999999999992,0,0,0,3,0.13910154787891316,0.2250780695613449,0.7829931228075946,0.5583496297280466,0.5109239119070043,0.9350940124193479,0.7839348396452948
68866,3.1846506872811022,8.141999999999998,0,0,1,0,0.6879181054425807,0.5554875804228536,0.4470501107558127,0.42078772949291754,0.4007225335402449,0.3324401626615958,0.5878771000751885
72592,3.4452866353904454,11.870000000000017,0,0,0,0,0.2766860586279607,0.39073669529663746,0.6406175484542332,0.9717733249733295,0.03880476220248841,0.02073752494451675,0.33379474461670366
72693,3.459913293711277,11.971000000000018,0,0,0,0,0.2689777175958826,0.5908389891375022,0.27668102243860293,0.4723318630167168,0.23722273297809104,0.7025851625552433,0.8170483043128596
75379,3.8283155564817313,14.656000000000029,0,0,0,0,0.06322528152036433,0.5338091957381235,0.059563805375071,0.9857599714298629,0.9139190952698263,0.4070436683745473,0.2694408127824237
78071,1.6407315441594938,2.691999999999997,0,0,0,0,0.9824375636603306,0.9359968067805678,0.8818710683003617,0.6368916048753928,0.5469606979327409,0.9034475237657816,0.5308297024119856
78980,1.8971030546599186,3.598999999999994,0,0,0,0,0.9124981835757633,0.6619327535638753,0.21642319321421166,0.3501459726410513,0.6863992212229635,0.8673034185609644,0.7617528812843826
79380,2.000249984376951,4.000999999999992,0,0,0,0,0.8800975025565805,0.3742471393711879,0.2955825987188748,0.07523603847839355,0.3375944556398436,0.26819218068746087,0.9692822014096875
79448,1.7515707236649032,4.0679999999999925,0,0,0,1,0.5511982140990445,0.8046699694496184,0.26690654849328843,0.6119183621734731,0.02206928492111937,0.5284754027386454,0.5936684097775491
79784,2.098809186181534,4.404999999999992,0,0,0,0,0.8490784251135559,0.4843667457991043,0.6020926596948545,0.4756139727598545,0.02771806813513711,0.9309078491328432,0.6796863027469272
80054,1.9170289512680794,4.674999999999992,0,1,1,3,0.1593264664527696,0.4630647990296972,0.8878421744357071,0.5816108734125772,0.745440258036848,0.8717691222719264,0.5867462696312282
80795,2.3270152556440173,5.414999999999992,0,0,0,0,0.7718713937726726,0.1244688418199037,0.4638304012227178,0.6960157406594072,0.21694199370287826,0.4534332582511754,0.9284516655112368
81131,2.1799082549501922,5.751999999999993,0,0,1,3,0.16319365116472206,0.41124719179513713,0.7914540962320452,0.016825394329544996,0.2627415662564738,0.5524901349093505,0.4143927710125792
82133,1.6917446615846001,3.861999999999993,1,0,1,3,0.1593264664527696,0.31730979964270334,0.8878421744357071,0.5816108734125772,0.745440258036848,0.8717691222719264,0.5867462696312282
87496,3.7572596396842233,12.117000000000019,0,0,1,0,0.2597328171420751,0.36720755331059374,0.02366381986993915,0.28870053010306285,0.8608076031769208,0.6318792710667757,0.3172197552291335
88978,4.086196275266278,9.697000000000008,0,0,5,3,0.17246244190618532,0.7567738049614643,0.522861831450723,0.7961260057386247,0.4370140598729887,0.4199443409474226,0.7131887859467494
89011,3.6921538429485885,13.63200000000003,0,0,0,0,0.14061634172620596,0.38753076819191057,0.040629019688681156,0.4609841139960832,0.6315571791705631,0.7182449275038959,0.706156852658566
92034,1.4686728703152363,3.156999999999995,0,0,1,3,0.26714209937840494,0.4525955446830907,0.9307557035580794,0.051786893759367736,0.24728308589231807,0.876593212962437,0.7945845342711702
92473,4.592711617334583,17.09300000000004,0,0,2,0,0.1250731604798888,0.6630987374565515,0.3934927834888561,0.4077179370163372,0.2681152505559903,0.12786510688276875,0.9846875546150101
92505,5.208262666187261,17.12600000000004,0,0,5,0,0.47651315497339597,0.9940274002453404,0.39368594096536635,0.5168178699775405,0.44734603540391005,0.7036604037245808,0.570723938520771
96103,3.1570555902612796,7.966999999999995,0,0,2,2,0.29320092572323575,0.7536062797299916,0.7089656101743815,0.7581886503613853,0.3094486926816201,0.08436270266391566,0.13738178230618125
96946,0.0,0.8430000000000005,0,0,0,1,0.8589742937528544,0.136981206985625,0.9992171763787957,0.777454553902381,0.5023394174077075,0.7310644454504805,0.9542785237840155
98562,0.6767569726275441,2.4579999999999984,0,0,0,2,0.545335727811978,0.07192683792255228,0.6688906812151671,0.4896266690085771,0.9333344520758375,0.7983963989302784,0.9027905619635993
98629,1.2349089035228462,2.524999999999998,0,0,0,1,0.6705398530828763,0.49174966578804413,0.9091818009218842,0.751528255496969,0.6533034258237534,0.6306948788256028,0.06501833201156126
98830,0.8526429498916867,2.726999999999997,0,0,0,2,0.4062918544473739,0.3515317692179911,0.6107436696224141,0.4999679219116825,0.5589507825757939,0.23554033014583253,0.42104367314340985
98863,1.661324772583614,2.759999999999997,0,0,1,2,0.6623363856104744,0.82170136742202,0.5519433411548595,0.22590077638769812,0.7558428074846089,0.16316887482114995,0.7652676866938608
100544,2.107605276136875,4.441999999999993,0,0,0,0,0.8460579519481007,0.31070954920021243,0.4653495402536322,0.8490984933026288,0.15212921738247176,0.5655667327459969,0.4378228462983528
100580,1.5735310610216733,4.475999999999993,0,0,0,2,0.41625362730257154,0.897894262769399,0.8815023685287738,0.994807100159797,0.32581020710033215,0.4437398747622925,0.47651049028543735
100749,2.764959312539697,4.6449999999999925,0,0,2,1,0.9986469667687105,0.6993316677015071,0.8224853694594118,0.27547013454744707,0.30520082368875057,0.9334776877569335,0.8900386310468958
102506,2.898620361482337,6.401999999999993,0,0,1,0,0.7398438755126526,0.8760185060851636,0.4619957762574576,0.39997027112984473,0.005747795509220777,0.2218271278635332,0.9463287775721729
102571,2.5434228905158482,6.468999999999993,0,0,0,0,0.6916349023384593,0.1328941581589993,0.34205678855593835,0.2232046553916538,0.5803483081539582,0.11384439226788534,0.7346790195989057
103377,1.987712252817292,4.950999999999993,0,0,1,3,0.061644258214279546,0.40544235962281927,0.6105549144863619,0.34031558637710024,0.8532000597493398,0.9301797864665285,0.7837925854414062
103410,2.7033312782565133,7.3079999999999945,0,0,0,0,0.6259086155386197,0.09999670219929047,0.28670409839367506,0.8734499677891587,0.9919414664629246,0.5257719839906958,0.5116611378686857
103847,2.782804340948173,7.743999999999995,0,0,0,0,0.5945491869801712,0.9382919237391755,0.44727947561926806,0.022200026911652904,0.975434993909293,0.6025128000398638,0.5445639958835577
104083,2.4456083087853613,7.9809999999999945,0,0,0,2,0.005975532470564926,0.22943894895032357,0.950914044449791,0.3837041286078623,0.4393575317653037,0.5674695384594856,0.7382886394681276
105191,3.3300150149811634,9.088999999999999,0,0,1,0,0.6145018684950596,0.20729277823423342,0.12799774822005106,0.17159549089617387,0.07147908944094916,0.34962696836994844,0.1632233343366376
107415,3.6486983980592336,11.313000000000017,0,0,1,0,0.4444304854733798,0.5503809515247458,0.14870639306643418,0.8092303431834627,0.7849331441393922,0.19155194326276848,0.9270849872974962
109640,1.1058933040759398,2.222999999999999,0,0,0,1,0.867437157195243,0.8318397482919022,0.3619885675656349,0.6231942396845306,0.26492608996570566,0.3088268831250951,0.7480816188190846
110045,1.2751470503436053,2.6259999999999972,0,0,0,1,0.7024584542204778,0.5368599935198435,0.8676836538236462,0.6230517866671886,0.37851560875623025,0.8064669887131335,0.29527957571308483
110309,1.7008821240756211,2.8929999999999962,0,0,0,0,0.9653608975880383,0.8216301414363376,0.2991435887720879,0.21831148493823538,0.11199335134866883,0.9938961054138175,0.7181734871760288
110578,1.7779201331893386,3.1609999999999956,0,0,0,0,0.9451790721932177,0.2920029499723785,0.7447376627667466,0.6869907758753763,0.08785244741917986,0.8459941324265374,0.40463962619250426
111624,2.6843993741617496,4.205999999999992,0,0,3,3,0.3539537053694437,0.8906094193731423,0.8195251179098357,0.8661308941644177,0.42683528046827235,0.8763973989885396,0.9145285176186181
112802,3.0634947364080767,5.384999999999992,0,0,3,2,0.4943858512339909,0.802722186676352,0.7237278506849504,0.8636711756739456,0.11096749651387983,0.965336560120615,0.5905984595675514
113069,2.156849554326864,5.651999999999993,0,0,0,1,0.7462938576791928,0.5742494212367796,0.706597041902738,0.10501695325374127,0.6410264786400803,0.3624379754384325,0.6895442259223815
113472,2.6563132345414373,6.055999999999993,0,0,2,3,0.11356530962940115,0.8165603297391386,0.5074865964019288,0.509168253644609,0.357204667365398,0.5972373718644638,0.3904181564981781
114752,2.310194796981413,7.336999999999992,0,1,0,2,0.10031073322353701,0.4675016050463169,0.6555689052602242,0.07922686231593745,0.1182098289659067,0.49691433122872963,0.5775017857183595
114787,2.7149585632197026,7.370999999999992,0,0,0,0,0.6211026226793479,0.153845275157394,0.2693617421086655,0.44342155617445367,0.19603648753973424,0.5538231393452858,0.17848263270998022
117570,3.1865341673988055,10.153999999999998,0,0,0,0,0.40819149812229305,0.4153909881119614,0.11178713443153643,0.31797194090449477,0.4158964109107627,0.7595841617185012,0.7117052541471771
119784,3.5169589136070396,12.369000000000007,0,0,0,0,0.23800940089319633,0.5865217612145746,0.10009629981724422,0.9128414261498204,0.9267907932910563,0.6769085405218421,0.027852586028776938
119952,2.6529229163320984,9.038000000000006,1,0,0,2,0.10031073322353701,0.4675016050463169,0.6555689052602242,0.07922686231593745,0.212202783045047,0.49691433122872963,0.6732861256102475
121664,3.774652301868347,14.24800000000001,0,1,0,0,0.0926241659524748,0.13954785971259598,0.4813495640327683,0.8204552312514519,0.6485986779935304,0.7858165199692814,0.5061263380797658
121731,3.783516882478524,14.31500000000001,0,0,0,0,0.08844671566835904,0.38406891024440326,0.3607399613721859,0.17736115775282058,0.2892008232019103,0.06038010994590137,0.2767074161518722
125124,1.6905620367203316,2.8579999999999957,0,0,0,0,0.9685331790546361,0.3234872387082225,0.5290095111401998,0.5972157340589668,0.5140058296614554,0.9637324579786712,0.7837818395664092
127910,2.387676695032222,4.700999999999994,0,0,2,3,0.07668209842083828,0.6646648705448347,0.9308160293220515,0.3560940616195013,0.4922550776452045,0.8203538103825053,0.29395459338877694
129863,2.536335939894397,8.432999999999995,1,0,0,2,0.0926241659524748,0.13954785971259598,0.4813495640327683,0.8204552312514519,0.6485986779935304,0.7858165199692814,0.5061263380797658
136792,1.8657438194993414,5.480999999999991,0,0,0,2,0.11643887647079199,0.37141997542043925,0.635271290076675,0.9117649063763412,0.6607744107318245,0.7964760828035574,0.8697713289507294
138437,7.281620698718106,31.021999999999956,0,2,11,0,0.027032699220902456,0.5528118176794583,0.25163338631966725,0.5834771324471559,0.6463626892667426,0.34051644839100015,0.4415139523080561
142569,4.328741156502668,16.73800000000005,1,1,1,0,0.027032699220902456,0.5899035499560219,0.25163338631966725,0.5834771324471559,0.7184752538800566,0.34051644839100015,0.4415139523080561
151304,4.73053908133101,18.378000000000032,1,1,2,0,0.027032699220902456,0.5528118176794583,0.25163338631966725,0.6457553187923897,0.6463626892667426,0.34051644839100015,0.4584990712680692
156596,3.789459064299287,14.36000000000003,2,0,0,0,0.08494657128603303,0.5528118176794583,0.25163338631966725,0.6457553187923897,0.6463626892667426,0.34051644839100015,0.4584990712680692
160865,4.979658622837517,18.797000000000043,2,1,3,0,0.027032699220902456,0.5899035499560219,0.25163338631966725,0.5834771324471559,0.7184752538800566,0.34051644839100015,0.4415139523080561
169339,3.889601522007112,15.129000000000044,3,1,0,0,0.027032699220902456,0.5899035499560219,0.25163338631966725,0.5834771324471559,0.7184752538800566,0.34051644839100015,0.4415139523080561
175457,3.224437935516824,7.396999999999998,0,1,2,1,0.7424932891484194,0.8973832990480697,0.8431428545444606,0.7340342168832992,0.7906397485526143,0.6614536508443437,0.5197389026370256
177511,1.5277434339574147,3.3339999999999934,1,0,0,1,0.7424932891484194,0.8973832990480697,0.8431428545444606,0.7340342168832992,0.9217960114456074,0.6614536508443437,0.5197389026370256
179900,4.938319552236371,18.387000000000032,4,1,3,0,0.027032699220902456,0.5899035499560219,0.2797459260447245,0.5834771324471559,0.7184752538800566,0.34051644839100015,0.4415139523080561
181344,0.0,2.8559999999999977,0,0,0,3,0.060806099084962595,0.2268520847768407,0.7181682548778179,0.7024038966399901,0.3952465598289603,0.6926582787990387,0.7179369521174225
183358,2.8488594208911038,6.115999999999996,0,1,2,2,0.4686865058217554,0.8537894033782905,0.3971578713990782,0.7708404327495675,0.7014887380624719,0.11308724895629207,0.045733852017200705
186316,3.8809792578677915,15.062000000000033,0,0,0,0,0.03098479853931524,0.637759213950317,0.12608163963173036,0.21512300838957743,0.991952504805675,0.06352391657797485,0.6144546402639394
189716,4.728318940173138,18.357000000000028,5,2,2,0,0.027032699220902456,0.5899035499560219,0.2797459260447245,0.5834771324471559,0.7184752538800566,0.17641226807333849,0.4415139523080561
192174,3.7755794257305726,9.255,1,0,3,1,0.4686865058217554,0.8537894033782905,0.3971578713990782,0.7708404327495675,0.7014887380624719,0.11308724895629207,0.045733852017200705
192342,1.6816658407662317,2.8279999999999967,0,0,0,0,0.9716896149985225,0.7117329128823827,0.8217781998982546,0.007531134460114441,0.7086377402808076,0.23679636593413544,0.21075560869738663
198192,3.401911227530784,11.573000000000008,0,0,0,0,0.2995188900971011,0.32723217572422103,0.4728965453390309,0.997565153921919,0.7157212808118999,0.30037713445935477,0.27538875577977495
204356,4.327585932133531,16.728000000000044,6,1,1,0,0.027032699220902456,0.5899035499560219,0.2797459260447245,0.5834771324471559,0.7184752538800566,0.17641226807333849,0.4415139523080561
214170,6.909269136457199,29.738000000000017,6,2,9,0,0.027032699220902456,0.5899035499560219,0.2797459260447245,0.5834771324471559,0.7184752538800566,0.17641226807333849,0.4415139523080561
214204,2.585923432741193,6.686999999999995,0,0,0,0,0.6738863171785837,0.09057439760467123,0.44739191641471077,0.5197257147664155,0.37507365513194446,0.448148864461554,0.637628073543461
217837,3.712950309390098,13.786000000000026,0,0,0,0,0.12937280291305453,0.4867123677325641,0.4972293441028477,0.6882537864483838,0.5472846284783076,0.6923781528159021,0.9091400856384164
219113,3.8896015220071107,15.129000000000033,7,0,0,0,0.027032699220902456,0.5899035499560219,0.1819697601156791,0.5834771324471559,0.7184752538800566,0.17641226807333849,0.4415139523080561
219618,4.329203159936022,16.742000000000044,7,1,1,0,0.027032699220902456,0.5899035499560219,0.2797459260447245,0.5834771324471559,0.8317991659934507,0.17641226807333849,0.4415139523080561
223416,4.423008026219266,15.563000000000047,7,0,2,0,0.15146970126310325,0.5899035499560219,0.2797459260447245,0.5834771324471559,0.7184752538800566,0.17641226807333849,0.4415139523080561
228161,4.329896072655792,16.74800000000005,8,1,1,0,0.027032699220902456,0.5899035499560219,0.1073991157302821,0.5834771324471559,0.8317991659934507,0.17641226807333849,0.4415139523080561
231453,2.0743673734418384,4.302999999999992,0,0,0,0,0.8579287007076425,0.20568151508390098,0.9639769835309673,0.8128800574006988,0.6809467753592839,0.8534565841588849,0.8165265258707133
238898,4.614650582655208,17.295000000000048,1,0,2,0,0.09317732058094375,0.884409876300077,0.26106546001687914,0.21891310577796086,0.34312801573667373,0.6631547968419974,0.08818593941107766
240042,6.295871663240921,25.637999999999998,0,1,7,0,0.09317732058094375,0.884409876300077,0.13441543174054482,0.21891310577796086,0.34312801573667373,0.6631547968419974,0.08818593941107766
240641,1.9919839356781959,4.967999999999995,0,0,0,1,0.48063751352343453,0.6558692405056531,0.709769371908492,0.28009834407877887,0.20482168766649012,0.8257246413442634,0.8423361491484013
242316,1.711139970896594,4.927999999999996,0,0,0,2,0.23721046412639657,0.38813965995471733,0.5543508763789352,0.4250486977770215,0.7676074388766112,0.023571720827012754,0.13171291538640018
242853,4.368180399205146,17.081000000000028,9,0,1,0,0,0.5899035499560219,0.1073991157302821,0.5834771324471559,0.8317991659934507,0.17641226807333849,0.41591121463674313
243656,3.597082150855052,12.939000000000007,0,0,0,0,0.1942432386466566,0.3729880047150813,0.14744767901191091,0.6945407572948382,0.9334509138080058,0.6940464814987715,0.9182598396869679
248741,6.836300168951039,26.735000000000017,0,2,10,0,0.3823935585359509,0.9710582055334697,0.9124143575441713,0.7013116058167812,0.09453297606790656,0.3508597701448841,0.6953363232856045
249684,0.14491376746189408,2.021,1,0,0,2,0.3823935585359509,0.9710582055334697,0.9124143575441713,0.7013116058167812,0.09453297606790656,0.3508597701448841,0.6953363232856045
251164,2.571380951940026,4.611999999999993,1,0,2,2,0.3823935585359509,0.9710582055334697,0.9124143575441713,0.7013116058167812,0.09453297606790656,0.3508597701448841,0.6366056462516887
252976,1.6769019053003669,1.8120000000000003,0,0,1,1,0.7406949917492001,0.05037879999924588,0.5608063149046518,0.4165177519193035,0.8897973761256127,0.8232338523821819,0.46884210812575633
253111,0.9731392500562293,1.9470000000000003,0,0,0,1,0.9160803918221999,0.4128362802304294,0.9234256123306698,0.6306083770260698,0.5974732989271679,0.38990411740798236,0.4607948230613055
253484,0.9591663046625442,1.9200000000000004,0,0,0,1,0.7173060636480133,0.4526505903553686,0.646162348366046,0.6757433934093998,0.6230420657747385,0.7679650835267035,0.4691902434563163
253820,1.6297239029970683,2.6559999999999975,0,0,0,0,0.985367183080626,0.2642281297078516,0.9538996379980307,0.725867463155959,0.240834683020261,0.39015470458001644,0.8219916965237632
253820,0.8099382692526619,2.6559999999999975,0,0,0,2,0.34983129446253936,0.5059856158314199,0.8952748417595406,0.8489652534451835,0.261825576476746,0.7138220384274062,0.4010227976831998
255233,1.7518561584787695,4.068999999999992,0,0,0,1,0.7594941166843547,0.7046310491794465,0.9365214811710796,0.8011614414766209,0.5025936366727529,0.4073467472187592,0.44161168605529255
255266,2.4702226620286667,4.101999999999992,0,0,1,0,0.9699120952334805,0.6556225394224809,0.8390368785560512,0.20311853891522857,0.8181343658087408,0.11958364658554821,0.6713129127343966
255970,2.4095642759636013,4.805999999999994,0,0,1,1,0.8848505424599877,0.9957612723573339,0.6305579632929388,0.2844652320257286,0.42632258661910305,0.6750774914437234,0.4530335826637655
258127,0.3316624790355408,1.1100000000000005,0,0,0,1,0.9054969071727383,0.37563120945944684,0.9365430094302521,0.8336010503522568,0.6134720996046266,0.9496316676453159,0.1652052819168206
259405,2.870714196850671,8.240999999999993,0,0,0,0,0.5548996959320255,0.31778418490578275,0.2475104379563854,0.8977391957055526,0.9308492815480642,0.15394364860914367,0.8438630805322201
260652,4.1817460468086765,9.486999999999997,0,1,5,2,0.36140604765976025,0.850166595123637,0.7725787587658073,0.34642720325758725,0.14294506734078538,0.6446245053777677,0.20759036040936718
260785,3.101773686135079,9.620999999999997,0,0,0,0,0.44835850695316837,0.25075719183794976,0.750403964255642,0.9643884556878516,0.17534735503546606,0.5380434256097808,0.7260676010609309
265534,3.7906463828745647,14.369000000000021,0,0,0,0,0.0837533747908793,0.43501012367701963,0.41434437114775446,0.21829400930221066,0.2577326459991386,0.6241570787879775,0.7723790041546817
265534,3.183237345847779,10.133000000000012,0,0,0,0,0.4088342136918085,0.160461187874688,0.4478027902213477,0.581757250819279,0.07756876262692192,0.8995686744014286,0.30284295198189115
265805,3.826094614616845,14.639000000000024,0,0,0,0,0.06327047727276125,0.20691852269703703,0.2035644714973277,0.6505930933283505,0.6970380456783367,0.17981693462193937,0.7774999857088446
265906,3.8820097887563367,10.070000000000018,1,0,3,1,0.36140604765976025,0.850166595123637,0.7725787587658073,0.34642720325758725,0.14294506734078538,0.6446245053777677,0.20759036040936718
265939,2.570797541620108,4.608999999999992,0,0,2,2,0.25088341081366883,0.6242703246214836,0.8871758949227754,0.553402192351085,0.8197079643400026,0.48250068526385803,0.8991305970505962
275386,6.342081677178243,24.221999999999998,0,2,8,0,0.16223255612073384,0.8986787318330625,0.26516041194066176,0.29057470390235585,0.738175214295561,0.32580509036693883,0.7258666970993761
278575,5.234882997737395,19.40400000000005,1,0,4,0,0.16223255612073384,0.8986787318330625,0.26516041194066176,0.29057470390235585,0.738175214295561,0.32580509036693883,0.7258666970993761
280022,4.590206967011402,9.070000000000011,0,0,8,4,0.14867471698296453,0.5416240915605902,0.6066259360304266,0.6798438818538414,0.11190258911028772,0.6284367375708071,0.34372698614641817
